Index       TIME             V(VREF)     
752      9.00277148e-06    2.66852154e-01
753      9.00279234e-06    2.67254955e-01
754      9.00279467e-06    2.67299905e-01
755      9.00279700e-06    2.67344854e-01
756      9.00280166e-06    2.67434748e-01
757      9.00280631e-06    2.67524637e-01
758      9.00281097e-06    2.67614521e-01
759      9.00281563e-06    2.67704399e-01
760      9.00282028e-06    2.67794272e-01
761      9.00282494e-06    2.67884140e-01
762      9.00283425e-06    2.68063860e-01
763      9.00284357e-06    2.68243559e-01
764      9.00285153e-06    2.68397183e-01
765      9.00285870e-06    2.68535432e-01
766      9.00286586e-06    2.68673668e-01
767      9.00287303e-06    2.68811891e-01
768      9.00288019e-06    2.68950102e-01
769      9.00289453e-06    2.69226487e-01
770      9.00290886e-06    2.69502822e-01
771      9.00292319e-06    2.69779107e-01
772      9.00295186e-06    2.70331527e-01
773      9.00298052e-06    2.70883748e-01
774      9.00303786e-06    2.71987591e-01
775      9.00309519e-06    2.73090638e-01
776      9.00315252e-06    2.74192888e-01
777      9.00326718e-06    2.76395003e-01
778      9.00338184e-06    2.78593939e-01
779      9.00349651e-06    2.80789702e-01
780      9.00351391e-06    2.81122683e-01
781      9.00353131e-06    2.81455627e-01
782      9.00356612e-06    2.82121296e-01
783      9.00360093e-06    2.82786674e-01
784      9.00363574e-06    2.83451760e-01
785      9.00367055e-06    2.84116554e-01
786      9.00370536e-06    2.84781057e-01
787      9.00374017e-06    2.85445269e-01
788      9.00380979e-06    2.86772819e-01
789      9.00387244e-06    2.87966619e-01
790      9.00393510e-06    2.89159477e-01
791      9.00399776e-06    2.90351394e-01
792      9.00406041e-06    2.91542371e-01
793      9.00412307e-06    2.92732408e-01
794      9.00418573e-06    2.93921507e-01
795      9.00424838e-06    2.95109667e-01
796      9.00437370e-06    2.97483177e-01
797      9.00449901e-06    2.99852943e-01
798      9.00462432e-06    3.02218972e-01
799      9.00463998e-06    3.02514357e-01
800      9.00465564e-06    3.02809714e-01
801      9.00468696e-06    3.03400252e-01
802      9.00471828e-06    3.03990557e-01
803      9.00474960e-06    3.04580629e-01
804      9.00478092e-06    3.05170469e-01
805      9.00481224e-06    3.05760076e-01
806      9.00487488e-06    3.06938592e-01
807      9.00488153e-06    3.07063658e-01
808      9.00489484e-06    3.07313769e-01
809      9.00490814e-06    3.07563838e-01
810      9.00492144e-06    3.07813866e-01
811      9.00493474e-06    3.08063851e-01
812      9.00494804e-06    3.08313795e-01
813      9.00496134e-06    3.08563696e-01
814      9.00497464e-06    3.08813556e-01
815      9.00498795e-06    3.09063374e-01
816      9.00500125e-06    3.09313150e-01
817      9.00500142e-06    3.09314186e-01
818      9.00500143e-06    3.09314253e-01
819      9.00500145e-06    3.09314308e-01
820      9.00500146e-06    3.09314338e-01
821      9.00500149e-06    3.09314323e-01
822      9.00500150e-06    3.09314305e-01
823      9.00500151e-06    3.09314262e-01
824      9.00500152e-06    3.09314213e-01
825      9.00500153e-06    3.09314164e-01
826      9.00500155e-06    3.09314115e-01
827      9.00500157e-06    3.09314017e-01
828      9.00500162e-06    3.09313821e-01
829      9.00500172e-06    3.09313428e-01
830      9.00500193e-06    3.09312643e-01
831      9.00500233e-06    3.09311072e-01
832      9.00500313e-06    3.09307931e-01
833      9.00500475e-06    3.09301649e-01
834      9.00500797e-06    3.09289086e-01
835      9.00501120e-06    3.09276523e-01
836      9.00501442e-06    3.09263961e-01
837      9.00501462e-06    3.09263176e-01
838      9.00501503e-06    3.09261605e-01
839      9.00501508e-06    3.09261520e-01
840      9.00501509e-06    3.09261522e-01
841      9.00501511e-06    3.09261546e-01
842      9.00501514e-06    3.09261643e-01
843      9.00501519e-06    3.09262118e-01
844      9.00501524e-06    3.09262849e-01
845      9.00501524e-06    3.09262975e-01
846      9.00501526e-06    3.09263237e-01
847      9.00501527e-06    3.09263509e-01
848      9.00501529e-06    3.09263755e-01
849      9.00501530e-06    3.09264000e-01
850      9.00501533e-06    3.09264490e-01
851      9.00501538e-06    3.09265471e-01
852      9.00501548e-06    3.09267433e-01
853      9.00501569e-06    3.09271356e-01
854      9.00501611e-06    3.09279203e-01
855      9.00501695e-06    3.09294897e-01
856      9.00501862e-06    3.09326283e-01
857      9.00502196e-06    3.09389055e-01
858      9.00502865e-06    3.09514590e-01
859      9.00503533e-06    3.09640114e-01
860      9.00503643e-06    3.09660715e-01
861      9.00503753e-06    3.09681315e-01
862      9.00503972e-06    3.09722516e-01
863      9.00504192e-06    3.09763716e-01
864      9.00504411e-06    3.09804914e-01
865      9.00504850e-06    3.09887307e-01
866      9.00505728e-06    3.10052081e-01
867      9.00506606e-06    3.10216835e-01
868      9.00507484e-06    3.10381572e-01
869      9.00508362e-06    3.10546291e-01
870      9.00510118e-06    3.10875673e-01
871      9.00513629e-06    3.11534219e-01
872      9.00517141e-06    3.12192474e-01
873      9.00520653e-06    3.12850438e-01
874      9.00520872e-06    3.12891550e-01
875      9.00520900e-06    3.12896689e-01
876      9.00520955e-06    3.12906967e-01
877      9.00520962e-06    3.12908252e-01
878      9.00520963e-06    3.12908600e-01
879      9.00520967e-06    3.12909282e-01
880      9.00520971e-06    3.12909933e-01
881      9.00520978e-06    3.12911123e-01
882      9.00520986e-06    3.12912166e-01
883      9.00521001e-06    3.12913808e-01
884      9.00521030e-06    3.12915325e-01
885      9.00521047e-06    3.12914771e-01
886      9.00521050e-06    3.12914664e-01
887      9.00521055e-06    3.12914451e-01
888      9.00521060e-06    3.12914259e-01
889      9.00521065e-06    3.12914067e-01
890      9.00521075e-06    3.12913683e-01
891      9.00521094e-06    3.12912916e-01
892      9.00521133e-06    3.12911381e-01
893      9.00521211e-06    3.12908311e-01
894      9.00521367e-06    3.12902171e-01
895      9.00521678e-06    3.12889892e-01
896      9.00522301e-06    3.12865335e-01
897      9.00523548e-06    3.12816227e-01
898      9.00526040e-06    3.12718033e-01
899      9.00531025e-06    3.12521739e-01
900      9.00536010e-06    3.12325568e-01
901      9.00545980e-06    3.11933596e-01
902      9.00555950e-06    3.11542115e-01
903      9.00575889e-06    3.10760627e-01
904      9.00595829e-06    3.09981099e-01
905      9.00635708e-06    3.08427901e-01
906      9.00675588e-06    3.06882487e-01
907      9.00755346e-06    3.03814830e-01
908      9.00835105e-06    3.00777838e-01
909      9.00994622e-06    2.94794476e-01
910      9.01034502e-06    2.93321064e-01
911      9.01044472e-06    2.92953174e-01
912      9.01064411e-06    2.92260116e-01
913      9.01084351e-06    2.91861737e-01
914      9.01086528e-06    2.91832625e-01
915      9.01088706e-06    2.91798877e-01
916      9.01090883e-06    2.91759185e-01
917      9.01093061e-06    2.91718584e-01
918      9.01097415e-06    2.91640619e-01
919      9.01101770e-06    2.91566679e-01
920      9.01110479e-06    2.91425932e-01
921      9.01127898e-06    2.91165090e-01
922      9.01162736e-06    2.90707174e-01
923      9.01232412e-06    2.89972507e-01
924      9.01371764e-06    2.88971411e-01
925      9.01650467e-06    2.87992226e-01
926      9.02207874e-06    2.87526446e-01
927      9.02765281e-06    2.87534417e-01
928      9.03880095e-06    2.87534156e-01
929      9.04994909e-06    2.87534288e-01
930      9.07224537e-06    2.87534200e-01
931      9.11683793e-06    2.87534275e-01
932      9.20602304e-06    2.87534204e-01
933      9.30602304e-06    2.87534270e-01
934      9.40602304e-06    2.87534204e-01
935      9.50100000e-06    2.87534266e-01
936      9.50104087e-06    2.87534371e-01
937      9.50107516e-06    2.87534235e-01
938      9.50114373e-06    2.87534181e-01
939      9.50128087e-06    2.87534222e-01
940      9.50141802e-06    2.87533342e-01
941      9.50145513e-06    2.87532751e-01
942      9.50147091e-06    2.87531675e-01
943      9.50148668e-06    2.87529487e-01
944      9.50150245e-06    2.87525626e-01
945      9.50151822e-06    2.87521738e-01
946      9.50153400e-06    2.87519267e-01
947      9.50154977e-06    2.87525987e-01
948      9.50155160e-06    2.87528398e-01
949      9.50155343e-06    2.87531199e-01
950      9.50155710e-06    2.87539797e-01
951      9.50156076e-06    2.87553569e-01
952      9.50156442e-06    2.87574001e-01
953      9.50156809e-06    2.87602603e-01
954      9.50157175e-06    2.87639111e-01
955      9.50157542e-06    2.87680971e-01
956      9.50157908e-06    2.87724671e-01
957      9.50158274e-06    2.87765768e-01
958      9.50158641e-06    2.87796579e-01
959      9.50158938e-06    2.87805204e-01
960      9.50159087e-06    2.87799798e-01
961      9.50159111e-06    2.87798947e-01
962      9.50159134e-06    2.87798096e-01
963      9.50159157e-06    2.87797246e-01
964      9.50159204e-06    2.87795544e-01
965      9.50159298e-06    2.87792142e-01
966      9.50159486e-06    2.87785337e-01
967      9.50159861e-06    2.87771727e-01
968      9.50160612e-06    2.87744510e-01
969      9.50162114e-06    2.87690083e-01
970      9.50163466e-06    2.87641107e-01
971      9.50164817e-06    2.87592140e-01
972      9.50166169e-06    2.87545677e-01
973      9.50167521e-06    2.87518080e-01
974      9.50168702e-06    2.87515063e-01
975      9.50169765e-06    2.87520541e-01
976      9.50170828e-06    2.87528511e-01
977      9.50172954e-06    2.87543677e-01
978      9.50175080e-06    2.87557164e-01
979      9.50177206e-06    2.87565872e-01
980      9.50179332e-06    2.87564140e-01
981      9.50181458e-06    2.87558598e-01
982      9.50183584e-06    2.87556307e-01
983      9.50185710e-06    2.87553135e-01
984      9.50187836e-06    2.87546980e-01
985      9.50189962e-06    2.87541310e-01
986      9.50192089e-06    2.87538603e-01
987      9.50196341e-06    2.87540254e-01
988      9.50200000e-06    2.87541827e-01
989      9.50200425e-06    2.87541163e-01
990      9.50200793e-06    2.87540483e-01
991      9.50201160e-06    2.87539780e-01
992      9.50201895e-06    2.87538419e-01
993      9.50203365e-06    2.87536294e-01
994      9.50206305e-06    2.87534538e-01
995      9.50209245e-06    2.87535904e-01
996      9.50212185e-06    2.87539363e-01
997      9.50215125e-06    2.87541283e-01
998      9.50218065e-06    2.87541332e-01
999      9.50221005e-06    2.87542068e-01
1000     9.50223945e-06    2.87541585e-01
1001     9.50226885e-06    2.87542558e-01
1002     9.50229825e-06    2.87544539e-01
1003     9.50232765e-06    2.87544430e-01
1004     9.50235705e-06    2.87543470e-01
1005     9.50241584e-06    2.87542181e-01
1006     9.50247464e-06    2.87541070e-01
1007     9.50253344e-06    2.87539515e-01
1008     9.50259224e-06    2.87540437e-01
1009     9.50270984e-06    2.87547142e-01
1010     9.50282744e-06    2.87554697e-01
1011     9.50284470e-06    2.87558451e-01
1012     9.50286197e-06    2.87564867e-01
1013     9.50289650e-06    2.87576368e-01
1014     9.50292712e-06    2.87580974e-01
1015     9.50295774e-06    2.87586340e-01
1016     9.50298836e-06    2.87581020e-01
1017     9.50301899e-06    2.87576219e-01
1018     9.50304491e-06    2.87585523e-01
1019     9.50307084e-06    2.87599509e-01
1020     9.50312269e-06    2.87610739e-01
1021     9.50317455e-06    2.87545878e-01
1022     9.50318185e-06    2.87528582e-01
1023     9.50318916e-06    2.87510916e-01
1024     9.50319647e-06    2.87493537e-01
1025     9.50320378e-06    2.87477883e-01
1026     9.50321839e-06    2.87453204e-01
1027     9.50323301e-06    2.87436545e-01
1028     9.50324763e-06    2.87425134e-01
1029     9.50326224e-06    2.87415741e-01
1030     9.50329147e-06    2.87394671e-01
1031     9.50332071e-06    2.87372893e-01
1032     9.50334994e-06    2.87355264e-01
1033     9.50337917e-06    2.87340286e-01
1034     9.50340840e-06    2.87324546e-01
1035     9.50343763e-06    2.87304855e-01
1036     9.50349610e-06    2.87271179e-01
1037     9.50354872e-06    2.87238960e-01
1038     9.50360133e-06    2.87175760e-01
1039     9.50360791e-06    2.87166938e-01
1040     9.50361449e-06    2.87159410e-01
1041     9.50362764e-06    2.87159340e-01
1042     9.50364080e-06    2.87198262e-01
1043     9.50364280e-06    2.87210047e-01
1044     9.50364480e-06    2.87222808e-01
1045     9.50364880e-06    2.87255087e-01
1046     9.50365280e-06    2.87298507e-01
1047     9.50365680e-06    2.87355555e-01
1048     9.50366002e-06    2.87416986e-01
1049     9.50366063e-06    2.87428607e-01
1050     9.50366124e-06    2.87440229e-01
1051     9.50366185e-06    2.87451850e-01
1052     9.50366307e-06    2.87475093e-01
1053     9.50366551e-06    2.87521577e-01
1054     9.50367039e-06    2.87614541e-01
1055     9.50368015e-06    2.87800452e-01
1056     9.50369967e-06    2.88172204e-01
1057     9.50371919e-06    2.88543866e-01
1058     9.50373871e-06    2.88915436e-01
1059     9.50375823e-06    2.89286915e-01
1060     9.50377775e-06    2.89658302e-01
1061     9.50379727e-06    2.90029598e-01
1062     9.50381679e-06    2.90400803e-01
1063     9.50383631e-06    2.90771917e-01
1064     9.50385583e-06    2.91142939e-01
1065     9.50387534e-06    2.91513870e-01
1066     9.50387760e-06    2.91556787e-01
1067     9.50387986e-06    2.91599704e-01
1068     9.50388438e-06    2.91685534e-01
1069     9.50388890e-06    2.91771359e-01
1070     9.50389341e-06    2.91857179e-01
1071     9.50389793e-06    2.91942994e-01
1072     9.50390245e-06    2.92028804e-01
1073     9.50390697e-06    2.92114609e-01
1074     9.50391600e-06    2.92286205e-01
1075     9.50392504e-06    2.92457782e-01
1076     9.50393256e-06    2.92600665e-01
1077     9.50394009e-06    2.92743535e-01
1078     9.50394761e-06    2.92886391e-01
1079     9.50395514e-06    2.93029234e-01
1080     9.50396266e-06    2.93172064e-01
1081     9.50397771e-06    2.93457682e-01
1082     9.50399276e-06    2.93743246e-01
1083     9.50400781e-06    2.94028755e-01
1084     9.50403791e-06    2.94599613e-01
1085     9.50406801e-06    2.95170254e-01
1086     9.50412821e-06    2.96310887e-01
1087     9.50418841e-06    2.97450655e-01
1088     9.50424861e-06    2.98589559e-01
1089     9.50430881e-06    2.99727600e-01
1090     9.50442921e-06    3.02001096e-01
1091     9.50454960e-06    3.04271146e-01
1092     9.50456842e-06    3.04625536e-01
1093     9.50458723e-06    3.04979884e-01
1094     9.50462486e-06    3.05688327e-01
1095     9.50466249e-06    3.06396435e-01
1096     9.50470012e-06    3.07104208e-01
1097     9.50473775e-06    3.07811645e-01
1098     9.50477538e-06    3.08518747e-01
1099     9.50481301e-06    3.09225513e-01
1100     9.50488827e-06    3.10638042e-01
1101     9.50495600e-06    3.11908174e-01
1102     9.50502374e-06    3.13177222e-01
1103     9.50509147e-06    3.14445189e-01
1104     9.50515920e-06    3.15712074e-01
1105     9.50522694e-06    3.16977878e-01
1106     9.50529467e-06    3.18242603e-01
1107     9.50536240e-06    3.19506250e-01
1108     9.50549787e-06    3.22030311e-01
1109     9.50563333e-06    3.24550069e-01
1110     9.50565282e-06    3.24912134e-01
1111     9.50567231e-06    3.25274154e-01
1112     9.50571128e-06    3.25997929e-01
1113     9.50575025e-06    3.26721347e-01
1114     9.50578923e-06    3.27444411e-01
1115     9.50582820e-06    3.28167120e-01
1116     9.50586717e-06    3.28889475e-01
1117     9.50590615e-06    3.29611475e-01
1118     9.50594512e-06    3.30333120e-01
1119     9.50598409e-06    3.31054411e-01
1120     9.50598938e-06    3.31152302e-01
1121     9.50599467e-06    3.31250189e-01
1122     9.50600526e-06    3.31445944e-01
1123     9.50601584e-06    3.31641673e-01
1124     9.50602642e-06    3.31837375e-01
1125     9.50603700e-06    3.32033052e-01
1126     9.50603965e-06    3.32081966e-01
1127     9.50604097e-06    3.32106423e-01
1128     9.50604113e-06    3.32109480e-01
1129     9.50604147e-06    3.32115594e-01
1130     9.50604151e-06    3.32116359e-01
1131     9.50604155e-06    3.32117221e-01
1132     9.50604158e-06    3.32117653e-01
1133     9.50604158e-06    3.32117706e-01
1134     9.50604159e-06    3.32117811e-01
1135     9.50604159e-06    3.32117894e-01
1136     9.50604160e-06    3.32117968e-01
1137     9.50604160e-06    3.32118032e-01
1138     9.50604161e-06    3.32118130e-01
1139     9.50604163e-06    3.32118206e-01
1140     9.50604164e-06    3.32118159e-01
1141     9.50604165e-06    3.32118152e-01
1142     9.50604165e-06    3.32118146e-01
1143     9.50604165e-06    3.32118139e-01
1144     9.50604165e-06    3.32118126e-01
1145     9.50604166e-06    3.32118100e-01
1146     9.50604167e-06    3.32118048e-01
1147     9.50604169e-06    3.32117944e-01
1148     9.50604174e-06    3.32117736e-01
1149     9.50604184e-06    3.32117320e-01
1150     9.50604204e-06    3.32116488e-01
1151     9.50604244e-06    3.32114824e-01
1152     9.50604324e-06    3.32111495e-01
1153     9.50604483e-06    3.32104838e-01
1154     9.50604801e-06    3.32091525e-01
1155     9.50605438e-06    3.32064900e-01
1156     9.50606074e-06    3.32038277e-01
1157     9.50606711e-06    3.32011656e-01
1158     9.50607347e-06    3.31985038e-01
1159     9.50607984e-06    3.31958421e-01
1160     9.50608620e-06    3.31931807e-01
1161     9.50609257e-06    3.31905194e-01
1162     9.50609893e-06    3.31878584e-01
1163     9.50610530e-06    3.31851976e-01
1164     9.50611166e-06    3.31825370e-01
1165     9.50611276e-06    3.31820784e-01
1166     9.50611386e-06    3.31816197e-01
1167     9.50611605e-06    3.31807024e-01
1168     9.50611825e-06    3.31797850e-01
1169     9.50612044e-06    3.31788678e-01
1170     9.50612483e-06    3.31770333e-01
1171     9.50613361e-06    3.31733646e-01
1172     9.50614239e-06    3.31696963e-01
1173     9.50615117e-06    3.31660284e-01
1174     9.50615995e-06    3.31623609e-01
1175     9.50617751e-06    3.31550272e-01
1176     9.50621263e-06    3.31403646e-01
1177     9.50623320e-06    3.31317774e-01
1178     9.50623783e-06    3.31298454e-01
1179     9.50624709e-06    3.31259816e-01
1180     9.50624825e-06    3.31254987e-01
1181     9.50624883e-06    3.31252572e-01
1182     9.50624948e-06    3.31249843e-01
1183     9.50624981e-06    3.31248479e-01
1184     9.50624985e-06    3.31248308e-01
1185     9.50624993e-06    3.31248017e-01
1186     9.50625000e-06    3.31247871e-01
1187     9.50625008e-06    3.31247859e-01
1188     9.50625015e-06    3.31247980e-01
1189     9.50625029e-06    3.31248625e-01
1190     9.50625058e-06    3.31251516e-01
1191     9.50625075e-06    3.31254580e-01
1192     9.50625078e-06    3.31255093e-01
1193     9.50625081e-06    3.31255606e-01
1194     9.50625084e-06    3.31256119e-01
1195     9.50625087e-06    3.31256632e-01
1196     9.50625092e-06    3.31257657e-01
1197     9.50625103e-06    3.31259709e-01
1198     9.50625125e-06    3.31263812e-01
1199     9.50625170e-06    3.31272018e-01
1200     9.50625258e-06    3.31288430e-01
1201     9.50625436e-06    3.31321254e-01
1202     9.50625791e-06    3.31386899e-01
1203     9.50626500e-06    3.31518181e-01
1204     9.50627920e-06    3.31780709e-01
1205     9.50630759e-06    3.32305624e-01
1206     9.50636436e-06    3.33354892e-01
1207     9.50642114e-06    3.34403409e-01
1208     9.50647792e-06    3.35451177e-01
1209     9.50659147e-06    3.37544467e-01
1210     9.50670503e-06    3.39634764e-01
1211     9.50693213e-06    3.43806403e-01
1212     9.50715924e-06    3.47966125e-01
1213     9.50761346e-06    3.56249972e-01
1214     9.50772701e-06    3.58312060e-01
1215     9.50780243e-06    3.59680351e-01
1216     9.50782129e-06    3.60022343e-01
1217     9.50785900e-06    3.60706164e-01
1218     9.50790053e-06    3.61458607e-01
1219     9.50792129e-06    3.61834731e-01
1220     9.50792388e-06    3.61881745e-01
1221     9.50792907e-06    3.61975769e-01
1222     9.50792978e-06    3.61988502e-01
1223     9.50793118e-06    3.62013322e-01
1224     9.50793245e-06    3.62033940e-01
1225     9.50793371e-06    3.62052299e-01
1226     9.50793498e-06    3.62068436e-01
1227     9.50793751e-06    3.62094314e-01
1228     9.50794257e-06    3.62122770e-01
1229     9.50794763e-06    3.62124081e-01
1230     9.50795269e-06    3.62107072e-01
1231     9.50795695e-06    3.62087657e-01
1232     9.50796121e-06    3.62068242e-01
1233     9.50796546e-06    3.62048828e-01
1234     9.50797398e-06    3.62010004e-01
1235     9.50799101e-06    3.61932367e-01
1236     9.50802506e-06    3.61777145e-01
1237     9.50809317e-06    3.61466900e-01
1238     9.50822939e-06    3.60847207e-01
1239     9.50850184e-06    3.59611006e-01
1240     9.50904673e-06    3.57151287e-01
1241     9.51013650e-06    3.52282151e-01
1242     9.51231606e-06    3.42741677e-01
1243     9.51667517e-06    3.24425496e-01
1244     9.52103427e-06    3.07088135e-01
1245     9.52975249e-06    2.75120612e-01
1246     9.53193204e-06    2.68806755e-01
1247     9.53220449e-06    2.68325125e-01
1248     9.53247693e-06    2.67894307e-01
1249     9.53272213e-06    2.67562182e-01
1250     9.53321253e-06    2.66988809e-01
1251     9.53370293e-06    2.66517994e-01
1252     9.53419333e-06    2.66123687e-01
1253     9.53517413e-06    2.65513706e-01
1254     9.53615493e-06    2.65084106e-01
1255     9.53811653e-06    2.64559524e-01
1256     9.54007813e-06    2.64305554e-01
1257     9.54400132e-06    2.64111909e-01
1258     9.54792452e-06    2.64076910e-01
1259     9.55577091e-06    2.64068786e-01
1260     9.56361731e-06    2.64069689e-01
1261     9.57931010e-06    2.64069917e-01
1262     9.59500288e-06    2.64069531e-01
1263     9.62638846e-06    2.64069979e-01
1264     9.65777404e-06    2.64069508e-01
1265     9.72054519e-06    2.64069990e-01
1266     9.78331634e-06    2.64069499e-01
1267     9.88331634e-06    2.64069991e-01
1268     9.98331634e-06    2.64069492e-01
1269     1.00000000e-05    2.64069995e-01
End of Xyce(TM) Parameter Sweep
